"","ID","gc","DSI_F","DSI_M","state","n_adults","n_adults_squared","mean_tmax_30d","season","rain_anom_3mo","proprank","avg_mat_kin","avg_age","avg_density","percent_days_with_infant","percent_days_cycling","age_sample","hydroyear","grp","adv_rain","adv_sib","adv_density","adv_mom","adv_mom_rank","adv_mom_dsi","adv_cumulative"
"70",1,4.49569008536927,1.755345925,1.194239153,"Cycling",16,256,32.37931034,"Dry",3.486046512,0.875,1,7.282683094,15.12328767,0,0.682191781,7.780971937,"2006",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"71",1,5.0809694878304,1.603154483,1.321987547,"Pregnant",14,196,30.75862069,"Dry",-9.271428571,0.888888889,1,7.427789185,15.28219178,0,0.761643836,7.926078029,"2006",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"72",1,4.41546141076012,1.53544571,1.354642788,"Pregnant",14,196,31.42307692,"Dry",-1.876190476,0.888888889,1,7.488021903,15.28493151,0,0.761643836,7.986310746,"2006",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"73",1,3.77184097482828,1.533955243,1.47222909,"Pregnant",14,196,31.85185185,"Dry",-1.678571429,0.888888889,1,7.498973306,15.29315068,0,0.761643836,7.997262149,"2006",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"74",1,4.59289515511248,1.785080778,1.356175823,"Pregnant",14,196,32.07692308,"Dry",-0.935714286,0.888888889,1,7.545516769,15.28767123,0,0.761643836,8.043805613,"2006",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"75",1,4.73646157166927,1.761408483,1.446328404,"Pregnant",14,196,32.11111111,"Dry",-1.397619048,0.888888889,1,7.564681725,15.26849315,0,0.761643836,8.062970568,"2006",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"76",1,3.96138443496587,1.70123815,1.585490568,"Pregnant",14,196,33.96296296,"Wet",-8.569047619,0.888888889,1,7.649555099,15.21643836,0,0.712328767,8.147843943,"2007",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"77",1,4.25943518208769,1.849016844,1.778706976,"Pregnant",14,196,33.37037037,"Wet",0.988095238,0.888888889,1,7.660506502,15.20547945,0,0.701369863,8.158795346,"2007",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"78",1,4.44123849430573,1.707241985,1.519851264,"Pregnant",14,196,32.06896552,"Wet",-2.318604651,0.888888889,1,7.737166324,15.05753425,0,0.624657534,8.235455168,"2007",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"79",1,4.01962101602616,1.723911872,1.516594036,"Pregnant",14,196,32.57142857,"Wet",10.49069767,0.888888889,1,7.759069131,15.01369863,0,0.602739726,8.257357974,"2007",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"80",1,4.54754107315146,1.767948808,1.516231522,"Pregnant",14,196,32.39285714,"Wet",0.955813953,0.888888889,1,7.780971937,14.96986301,0,0.580821918,8.27926078,"2007",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"81",1,3.69361820846111,1.524990139,1.415675918,"Lactating",14,196,35.74074074,"Wet",156.44375,0.888888889,1,7.989048597,14.5890411,0.095890411,0.37260274,8.48733744,"2007",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"82",1,4.07618059159443,1.59764872,1.50275116,"Lactating",14,196,34.08333333,"Wet",-101.5976744,0.888888889,1,8.197125257,14.42465753,0.216438356,0.164383562,8.6954141,"2007",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"83",1,3.49923112193352,1.59342438,1.518631966,"Lactating",14,196,33.5,"Wet",-103.6186047,0.888888889,1,8.221765914,14.37534247,0.216438356,0.139726027,8.720054757,"2007",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"84",1,3.94623117675788,1.611037996,1.403305149,"Lactating",14,196,32.93103448,"Dry",-67.56511628,0.888888889,1,8.290212183,14.23835616,0.216438356,0.071232877,8.788501027,"2007",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"85",1,3.76491414038993,1.600497036,1.4139589,"Lactating",14,196,32.79310345,"Dry",-49.0452381,0.888888889,1,8.31211499,14.2,0.216438356,0.049315068,8.810403833,"2007",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"86",1,3.85248529271195,1.625268,1.264166847,"Lactating",14,196,31.22222222,"Dry",-26.22380952,0.888888889,1,8.375085558,14.1369863,0.216438356,0,8.873374401,"2007",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"87",1,3.70204244064022,1.608446008,1.179300514,"Lactating",13,169,31.14285714,"Dry",-2.933333333,0.888888889,1,8.45174538,14.11506849,0.216438356,0,8.950034223,"2007",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"88",1,4.83683730824318,1.70604187,1.042466834,"Lactating",12,144,33.76666667,"Dry",1.683333333,0.875,1,8.580424367,13.96164384,0.216438356,0,9.07871321,"2007",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"89",1,4.28785330840662,1.283317584,0.53350505,"Cycling",13,169,33.31034483,"Wet",-25.06744186,0.875,1,8.700889802,13.7890411,0.216438356,0.019178082,9.199178645,"2008",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"90",1,4.18174475250293,1.304295279,0.555490983,"Cycling",15,225,33.17241379,"Wet",-37.1372093,0.875,1,8.714579055,13.7890411,0.216438356,0.032876712,9.212867899,"2008",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"91",1,5.03089533310362,1.307708875,0.549732381,"Cycling",15,225,33.4137931,"Wet",-45.09767442,0.875,1,8.725530459,13.79726027,0.216438356,0.043835616,9.223819302,"2008",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"92",1,5.40060316008879,1.342470654,1.081041202,"Cycling",13,169,32.73333333,"Wet",-56.91395349,0.875,1,8.755646817,13.80821918,0.216438356,0.073972603,9.253935661,"2008",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"93",1,3.44041809481544,1.322521424,0.82260852,"Cycling",15,225,33.71666667,"Wet",-96.53125,0.875,1,8.845995893,13.85205479,0.216438356,0.164383562,9.344284736,"2008",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"94",1,3.5142284036242,1.312908407,0.773805791,"Cycling",15,225,33.66666667,"Wet",-77.01875,0.875,1,8.854209446,13.86027397,0.216438356,0.17260274,9.352498289,"2008",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"95",1,4.07073469658297,1.279376953,0.750583917,"Cycling",15,225,33.36666667,"Wet",-76.228125,0.875,1,8.859685147,13.8630137,0.216438356,0.178082192,9.35797399,"2008",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"96",1,3.89182029811063,1.273174659,0.70496618,"Cycling",15,225,33.23333333,"Wet",-76.14375,0.875,1,8.87063655,13.8739726,0.216438356,0.189041096,9.368925394,"2008",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"97",1,3.65091794782682,1.272716074,0.640507878,"Cycling",15,225,33.36666667,"Wet",-75.221875,0.875,1,8.876112252,13.87945205,0.216438356,0.194520548,9.374401095,"2008",1.21,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"104",2,3.29212628660779,0.517785675,0.182521404,"Cycling",9,81,33.13333333,"Wet",-48.64186047,0.833333333,0,4.353182752,8.010958904,0,1,4.851471595,"2002",1.21,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"105",2,2.79667139275574,0.497546009,0.112457122,"Cycling",9,81,34.03333333,"Wet",-59.68372093,0.833333333,0,4.366872005,8.024657534,0,1,4.865160849,"2002",1.21,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"106",2,4.82318058519055,0.519091886,0.056462801,"Cycling",9,81,33.96428571,"Wet",-73.85116279,0.833333333,0,4.38329911,8.04109589,0,1,4.881587953,"2002",1.21,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"107",2,3.05870707271538,0.534505251,0.044869942,"Cycling",9,81,33.82142857,"Wet",-73.27674419,0.833333333,0,4.391512663,8.049315068,0,1,4.889801506,"2002",1.21,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
